desc,likesCount,commentCount,viewCount,support
usps kicked me out because i said asked them to enforce masks #dumptrump2020 #bidenharris2020 #maskcovid #trumpsupporters #uspsfail #foryourpage,35600,2744,290700,1
#trump2020 #trumptrain2020,2461,158,11200,0
reply to @jengatoo i guess you haven't realized that my google is sassy #biden2020 #bidenharris2020 #democrat #liberal #heygoogle,35600,652,164400,1
#duet with @julianospiano #veteransday2020 #justiice #fairvote #trumptrain2020 #protest #godblessamerica2020,2459,188,10100,0
irony is most of #genz wasn’t around when this sound first came out 😂 #bidenharris2020 #voteblue2020 #southpark #cartman,35500,1169,286200,1
#greenscreen #trumvalhein #trump #trump2020 #trump #trumptrain #votetrump #donaldtrump2020 #trumpsupporter #trumpsquad #womenfortrump #trumptrain2020,2458,75,11400,0
#greenscreen clovergender is a disgrace! #trump2020 #babylivesmatter #trumptrain2020 #gaysfortrump2020 #trump2020maga #maga,2454,135,12600,0
to all the trumpers saying ny is going red 😂 y'all tried it #greenscreensticker #showupshowoff #teampetty4dems #teampettyheadlines #bidenharris2020,35400,0,173300,1
"detroit is a whole different 🌏, baby. #voteblue #lmao #bidenharris2020 #fyp #puremichigan #detroit #michigan #michigancheck #jessicagolich",35400,1036,192400,1
whoops #donaldtrump #trumptrain2020 #maga #kag #murica #2ndadmendment #foryourpage #billofrights #trump2020,2447,35,13100,0
#trumpsquad2020 #trumptrain2020 #fyp #fypシ #republicanhypehouse #maga #teamtrump2020 #brexit #borat #trump2024ever,2440,376,67700,0
add the snapchat in the bio ^^ @thecoldestwater #thecoldestwater #ghostphotoshoot #quickrecipes #bidenharris2020 #liberalkansas,35300,1357,115000,1
"won’t see this on the liberal media outlets, part one!!! #trumptrain #trump2020 #🇺🇸 #trump #trumptrain2020 #fyp",2436,98,16300,0
#bidenharris2020 #trumptrain #hurtmyfeelings  #moodflip,35200,13000,267500,1
#trump2020 #globalwarming #election #fyp #biden2020 #media #justdancemoves #trumppence2020 #bidenharris2020,35100,875,149800,1
#walkinbird #trumpsquad2020 #trumptrain2020 #chumpfortrump #patroit,2430,605,10300,0
trump 2020🇺🇸🇺🇸🇺🇸🇺🇸 #trump2020 #trumptrain #votetrump #trumptrain2020 #fyp #facts #patriots #truth #republican #donaldtrump #americafirst #usa,2435,142,9571,0
go vote! #electionday2020 #bidenharris2020 #kamalaharris #joebiden #citygirlschallenge,35000,143,133500,1
#trump2020 #trumpbyalandslide #trumptrain2020 #rgv956 #texas #redpill,2432,270,14500,0
biden 2020💙💙 #fyp #election #biden2020 #bidenharris2020 #electionday2020 #fypシ,34900,99,168100,1
and the best examples of hypocrisy￼￼ are.. #familyimpression #foryoupag #democrathypehouse #liberalhypehouse #bidenharris2020 #biden46 #byedon #fdt,34800,1208,517800,1
factss orrrr nah? #greenscreen #fyp #foryou #foryoupage #trump2020 #trump #donaldtrump #trumptrain2020 #trumptrain,2424,146,15900,0
we stand stronger together 🇺🇸😈 #fyp #trump2020 #trumptrain2020,2416,157,12400,0
💙💙🥰🥰 #bidenharris2020 #biden #biden2020 #wisconsincheck #wisconsin #madisonwisconsin #madtown #bidencelebration,34800,6754,252500,1
#greenscreenvideo #news #elections2020 #bidenharris2020 #dumpteump2020 #comedy,34800,131,400300,1
#trump2020 #trumptrain2020 #trumptrain,2415,190,29700,0
reply to @jimbojr78 thanks for coming to my ted talk! #fyp #foryou #trump2020 #trumptrain2020 #maga #4moreyears #godblessamerica #problemsolved,2412,515,15200,0
wouldn’t it be great if feminists were at the top of this sound? #feminism #feminisme #lgbtqplus #bidenharris2020 #votehimout #prochoice,34700,1188,287000,1
vote blue!!!!! 💙 #bidenharris2020 #bluewave #democrat #wewintogether #politics,34700,1485,179400,1
#trumptrain2020 #trump2020 #womenfortrump2020 #trump,2411,163,11900,0
trump train 🚂 ❤️🇺🇸💙🇺🇸❤️💙 #fyp #trump2020 #familythings #trump #trumptrain2020 #maga #republican #kag #gop #vote #biden2020 #momsoftiktok,2411,95,11400,0
i need yall to manifest this pls #bidenharris2020 #biden2020 #voteblue #bluetexas #manifest #greenscreen #election2020 #dumptrump #fyp #viral,34700,2812,114200,1
fallow my instagram! #trump2020 #trumptrain2020 #trumpdaddytrump2020,2404,885,62200,0
🙏🏼🤯 #paulawhite #spiritualadvisor #bidenharris2020 #election2020 #trump2020 #dumptrump #foryou #foryoupage #fyp,34700,4157,233600,1
#treasonousdemocrats #rodrosenstein #trumptrain2020 #trump2020 #senatehearing #hawkins #foryourpage #fyp #trump #trumplandslide #donaldtrump,2400,89,20500,0
"another day, another typo #dumptrump #biden2020 #bidenharris2020 #trump2020",34600,695,140700,1
#foryou #trumptrain2020 #bystandersbelike #fyp #trending #viral ashe came to get something from the store and turned around to scream at us 😂😂😂🤷‍♀,2399,5,22800,0
go vote!!! 💙💙💙 #wewintogether #votehimout #election2020 #bidenharris2020,34400,431,240000,1
"#duet with @officialkayleemitchell i’m confused, one like and biden dies. #legendarychallenge #trump2020 #trump #trumptrain2020 #wwg1wga",2398,62,12000,0
its the little things that make all of this better. #bidenharris2020,34400,243,200600,1
um. #trumptaxes #wtf #dumptrump #trump2020 #conservative #democrat #biden2020 #bidenharris2020 #nyt #newyorktimes #politics #trending #fyp,34300,789,171300,1
do you hear it to ? yep! #copwifelife #copsoftiktok #trump2020 #trumptrain2020 #fyp,2392,42,26900,0
trump 2020! #trumpgirls #trump2020 #trumpsquad2020 #trumptrain2020 #trumpfamily,2387,58,15800,0
#colorcustomizer #dumptrump2020 #voteblue #bidenforpresident #bidenharris2020 #fucktrump #foryou #fyp #foryoupage #fypシ,34300,2682,109400,1
prayers for joseph ji and kamala auntie tonight 🙏🏾  #biden2020 #bidenharris2020 #fyp #foryoupage #brown #desi  @meenaharris,34100,1797,703800,1
trump 2020#trump2020#democratsareidiots#republicanconservative#republicansarentracist#trumptrain2020#trumpsnotracist,2385,336,15300,0
🌈last debate: not lincoln💙 #vote #debate #voteblue #settleforbiden #dumptrump #saveamerica #wearamask #fyp #bidenharris2020,33900,456,97500,1
#trumpsnotracist #votefortrump #trumptrain #trumpsquad2020 #trump #trumptrain2020 #trump2020 #keepamericagreat,2380,184,13900,0
"slay, kamala. #biden2020 #bidenharris2020 #kamala",34100,0,556100,1
trump is in town today! #trump #president #trumptrain2020 #fyp,2378,0,11400,0
#trumptrain2020 #fypシ #votered #trump2020 #foryourpage #ohsnap #election2020 #likeaboss,2375,254,22100,0
it doesn't get more clear than this. #biden2020 #bidenharris2020 #dumptrump #voteblue #vote #democrat #votejoe #politicaltiktok #liberal #progressive,33800,562,170300,1
#yeeyee #trumptrain2020 #duck #deermulllet #hunting #tennesseelivin,2374,202,10800,0
#duet with @livviebowen cryinggg🤣🤣🤣🤣🤣🤣 #sorrynotsorry #bidenharris2020 #fyp #voteblue2020 💙💙💙💙,33700,130,203800,1
#greenscreen #trumptrain2020 #fyp #trumptrain #trumpsquad2020,2366,221,23300,0
#pensylvania #pa #mailinballots #absenteeballot #usmilitary #voterfraud #ftrump #fdonaldtrump #votebymail #nottrump2020 #bidenharris2020 #8645,33600,1047,309200,1
the political cafe #voteblue #votehimout #votejoe #bidenharris2020 #biden2020 #fyp #vote,33600,1185,258600,1
#trumptrain #trumptrain2020 #election #trumprally #trumpsquad2020 #trumptraindontstop #fyp #foryoupage #republican #trump,2364,156,29200,0
#trump2020 #trumptrain2020 #trumpnation2020 #womenfortrump #falldiy #thatwitch #4moreyears #votred #trumpsupporter #trumpsquad #keepthisone #usa #ohio,2364,545,50800,0
a tie? we don’t know her #biden2020 #bidenharris2020 #kamalaharris #usa #senate #fyp #foryou #greenscreenvideo,33500,736,314100,1
#trump2020 #donaldtrump #trump #trumptrain #donaldtrump2020 #votetrump #trumptrain2020 #trumpsupporter #trumpsquad,2362,606,45300,0
#loseyojob #loseyourjobremix #byetrump #taxfraud #hegotcaught #caught #notrump #bidenharris2020 #voteblue #hecheated #helied #hestole #trumpfraud #fyp,33500,1505,107900,1
#bidenharris2020 #fyp#novemberslam #moodflip #haterspray,33500,3855,218500,1
"keep america great, trump 2020 #fyp #votetrump #trumptrain2020 #kag #trump2020 #donaldtrump",2360,87,21500,0
this is no laughing matter. #trump2020 #maga #trumptrain2020,2359,711,18100,0
bye don #girldontdoit #inauguration #biden2020 #bidenharris2020 #fyp #fy,33300,655,170100,1
#benionecikar #kesfet #radi #türk #turkey #ozcanshow #ozcan #trump #trump2020 #oneal #tiktok_india #tiktokturkey #tiktok #trumptrain2020 #lutfenkesfet,2349,8,21300,0
#byedon #queen #wewillrockyou #election #election2020 #biden2020 #biden46 #bidenharris2020,33300,1377,200300,1
#trumptrain2020  #maga2020,2348,65,22300,0
#duet with @thefamousjet #trump missed a call from #kamalaharris this morning. did something happen? #biden2020  #bidenharris2020 #donaldtrump #fyp,33200,384,249200,1
reply to @fern6969 thank you😭😭 #trump2020 #conservativegirl #womenfortrump #trumptrain2020 #republican #trumpet,2347,131,7252,0
what a day to be alive in nyc💙💙 #nyctiktok#election2020 #stemlife #bidenharris2020 #fanedit,33200,238,101800,1
#biden2020 #bidenharris2020 #dumptrump2020 #satisfying #foryou #fyp #voteblue #suckers #loser #veterans #vote #register,33100,2885,315600,1
trump2020 #trump #trumptrain2020  #trump2020 #biden #votered 🇺🇸,2343,0,61300,0
today is a good day💙💙  #fyp #biden2020 #bidenharris2020 #kamalaharris #46 #xyzbca,33100,273,132100,1
i hear the train a comin!!#trumptrain2020 #inyourface #fyp #foryoupage  #trump2020  #makemeviral #tennesseegal  #chickenwings,2342,129,7738,0
🌈listen to scientists💙 #vote #covid #coronavirus #voteblue #settleforbiden #dumptrump #fyp #wearamask #bidenharris2020,33000,677,85400,1
"new york we turning up until election day over 1,000 vehicles participated in this massive parade #trump #maga #trump2020 #trumptrain2020",2341,105,16100,0
#treasonousdemocrats #senatehearing #trumptrain2020 #jimjordan #rodrosenstein #fyp #foryourpage #trump2020 #donaldtrump2020,2341,83,34400,0
mike pence absolutely killed it last night !! #foryoupage #fyp #conservative #republican #trump2020 #kamalaharris #bidenharris2020 #vpdebate,33000,1061,125600,1
yep! #trump #trumptrain #trumptrain2020  #momsoftiktok #fyp #foryoupage #republican  #replytocomments #summer2020 #obsessedwithit @derlladk,2337,252,13500,0
everything is comedy. #greenscreensticker #election #election2020 #biden2020 #bidenharris2020,32900,364,141600,1
repost since the first one got taken down for “community guidelines” #votered #trumptrain2020 #redwave #trump2020,2335,174,33900,0
"mayor pete may be trump’s worst, unexpected nightmare. #petebuttigieg #donaldtrump #trump #biden #joebiden #bidenharris2020 #election #election2020",32900,656,183600,1
#duet with @republicia #conservative #trumptrain2020 #womenfortrump #lexit #maga #italiansfortrump #trumpsquad2020,2336,0,12800,0
#rgv #riograndevalley #harlingentx #biden2020 #trump2020 #bidenharris2020 #democrat #liberal #conservativehypehouse,32800,1408,175800,1
#duet with @mostlymature momala has the recipe! #chazssnackchats #kamala #momala #biden2020 #fyp #bidenharris2020 #mvp #fypシ,32700,287,240000,1
#trump #trump2020 #makeamericagreatagain #trumptrain2020,2335,246,132400,0
final countdown to the election! keep pushing everyone. #blacklivesmatter #bidenharris2020 #dumptrump,32700,466,125900,1
here she is folks... #aoc #alexandriaocasiocortez #socialismdoesntwork #greentopurple #trumptrain #trumptrain2020 #fyp #legendarychallenge #sheeple,2322,217,20800,0
tomorrow #vote #voteblue #bidenharris2020 #joebiden #kamalaharris #2020election,32700,1367,138500,1
#trump #trump2020 #trumptrain2020 #realdonaldtrump #heisourpresident,2316,102,16800,0
#greenscreenvideo #fyp #trumpsquad2020 #bidensucks #trumptrain #blowthisup #trumptrain2020 #foryoupage,2314,97,8298,0
the #kraken turned out to just be a drunk karen 🤷🏼‍♀️ pt 8 #howbizarre #democrathypehouse #mellissacarone #fdt #liberalhypehouse #bidenharris2020,32700,388,216000,1
mark your calendar’s #trumptrain2020 #wethepeopletiktok #trump2020🇺🇸 #trumptrain2020🇺🇸🇺🇸 #bikersfortrump,2311,470,24900,0
there is a special hatred for donald trump in the hearts of every new yorker #trump #newyorkers #bidenharris2020,32600,724,195200,1
#trumpsquad2020 #trumptrain2020 #maga #fypシ #funnytrumpmemes #republicanhypehouse #fyp #funnytrumpvideo #conservativehypehouse #,2311,110,15900,0
obama is typing...👨🏽#greenscreensticker #fanedit #bidenharris2020 #election,32600,1653,114300,1
#raiseyourgame  #worldtradecenter  #morningcheer  #americanhistory #bidenharris2020  #democrats,32500,2353,139100,1
#republicanhypehouse #trumptrain2020 #republicanwomen #republicanconservative #saveamerica #maga #govote #comingofage #sfxmakeup,2299,201,11400,0
#ourtype #foryoupage #bidenharris2020,32500,745,257300,1
#njparkway #trumptrain2020 #trumpparade2020,2297,0,9137,0
for legal reasons let’s hope it is the latter #vote #voteblue #voteearly #fdt #dumptrump2020 #biden2020 #bidenharris2020,32400,398,307000,1
#trumpsnotracist #votefortrump #trumptrain #trumpsquad2020 #trump #trumptrain2020 #trump2020 #keepamericagreat #trump2020train #fyp,2293,97,8596,0
the hypocrisy on this bus is astronomical. #trumptaxes #dumptrump #biden2020 #trump2020 #bidenharris2020 #liberal #conservative #politics #fyp,32400,1054,190600,1
thanks for 8k #trending #trump2020 #donaldtrump #trumptrain #votetrump #trumptrain2020 #trumptrainsucks #lovetrumpshate #trump #liberal #lovetrump,2290,58,22800,0
the energy was indescribable💙 #bidenharris2020 #chicago #electionresult #wedidit,32400,692,121500,1
#republicanhypehouse #trumptrain2020 #trump #maga #conservativehypehouse #maga #fyp #teamtrump2020 #teamtrump2020,2285,389,15400,0
stand up for america #trump #trumptrain2020 #election #biden2020 #usa #fakenews,2284,986,21800,0
what the fuck is wrong with you?! part 53 #fyp #foryou #foryoupage #wtfiwwy #trump #bidenharris2020,32300,1835,110100,1
#duet with @bezznees #alllivesmatter #votered #trumptrain2020 #maga👊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🙏,2279,86,13700,0
#duet with @hopediff #greenscreen omg thr way i just screamed #biden2020 #bidenharris2020 #votehimout #dumptrump,32300,78,171400,1
"outside my window in brooklyn rn, never seen anything like it #bidenharris2020 #byetrump",32000,574,148300,1
#funnytrumpvideo #republicanhypehouse #presidentialdebate #maga #trumptrain2020,2279,96,22000,0
#trumptrain2020 #eveofdestruction #wisconsinlife #busraces #figure8,2279,33,199800,0
the tolerant left isn’t so tolerant anymore! #bidenharris2020 #voteblue #leftists #progressive #dumptrump2020 #fyp #fypシ #tolerantleft #foryou,31900,999,144300,1
reply to @yoadrienne_ walgreens is in for some ish this year!! #motivationmonday #antivaxxers #biden2020 #bidenharris2020 #dumptrump2020 #trumplogic,31900,363,166200,1
#trump2020 #trumptrain2020 #donaldtrump #maga #fyp #follow #f4f #foruyou #foryoupage #forupage #foru,2272,83,11400,0
#philadelphia #fyp #whatthe #trumpsupportersbelike #delusional #getalife #getoverit #smh #nomoretrump #election2020 #bidenharris2020,31800,1521,209200,1
trump train ❤️ #trump2020 #trumptrain2020 #trumpismypresident #fyp #foryourpage,2271,76,5601,0
"lies made, lies kept. magats believed, magats still believe. why? stupidity + bigotry = maga #trump2020 #bidenharris2020 🌊 🌊 🌊",31800,1024,181600,1
liberals #donaldtrump #trumptrain2020 #maga #kag #murica #2ndadmendment #billofrights #foryourpage #trump2020 #fakeimpeachment,2271,14,7876,0
yuh #trump2020 #maga #kag #trumptrain2020 #triggeredliberal #donaldtrump #fyp,2270,51,11800,0
#neonshadow #greenscreen #firstlady #flotus #jillbiden #jillianbiden #barackobama #presidente #america #bidenharris2020 #dumptrump2020 #fucktrump,31700,327,177600,1
reply to @slomaggie #nevertrump #votehimout #vote  #christiantiktok #fyp #foryoupage #oklahoma #dadsoftiktok #bidenharris2020 #biden2020 #trump2020,31700,2633,142500,1
"he's posting the same vid every day to try and pass me, so i'm gonna update this and continue to grow🤠✌🇺🇸 #fyp #trump2020 #trumptrain2020 #maga",2266,76,12100,0
posting when i can and turning on comments for this one bc i’m curious #greenscreen #fyp #fy #foryoupage #trump2020 #trumptrain2020 @.sukze,2264,199,8093,0
ic @therjwright #tiktok #faison #biden2020 #biden #bidenharris2020 #trump #joke #comedy #funny #fypシ #fyp,31700,788,191300,1
#trumpsquad2020 #wethepeople #redkingdom #trumptrain2020 #womenfortrump #republicanconservative #donaldtrump2020 #kayleighmcenany,2261,63,14800,0
thank you poll workers and make sure to vote blue down the ballot #biden2020 #bluewave #bidencoalition #bidenharris2020 #texasdemocrats,31700,787,203700,1
#duet with @futurestatesmanalexander #vote #biden2020 #bidenharris2020 #voteforchange  #voteblue,31700,751,185800,1
#duet with @glam_melanin #getinformed #votered #trumptrain2020 #alllivesmatter👊🇺🇸🇺🇸🇺🇸🙏,2261,515,16700,0
reply to @delinahrae #greenscreen looking at them side by side is fascinating. #biden2020 #bidenharris2020 #election #politicaltiktok,31700,709,277300,1
#trump2020 #trumptrain #maga #trumptrain2020 #fyp #foryoupage #makeamericagreatagain #donaldtrump #mypresident 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️,2255,66,8451,0
